,restaurant_name,restaurant_logo,latitude,longitude,cuisine_tags,menu_items
0,Gino's Deli,https://images.deliveryhero.io/image/talabat/restaurants/logo_-_2021-11-23T17_637732788146540497.jpg?width=180,25.0648583638963,55.1383772692595,"[['Sandwiches', 'Pasta', 'Italian']]","[[""Gino's Meal for One"", 'Choice of Panuozzo, Fries, and Soft Drink - AED 49', 49.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/CC6481BAD3E6ABE7D58A6EAE9E640209'], [""Gino's Meal for 2"", 'Choice of any 2 Panuozzo, 2 Fries, and 2 Soft Drink - AED 109', 109.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/9A1C3DABCBF45982973C027566B7B190'], ['Family Meal (Serves 4)', 'Any 4 Panuozzo or Pasta, 4 Appetisers, 4 Soft Drink - AED 199', 199.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/C463E70A095207970DD5E366569D1B40'], ['Appetizer Share Box', 'Choice of any 3 appetizers - perfect for sharing!', 64.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/F0654DC3B495D9A613D780AEF9AC48F0'], ['Any 3 Panuozzo', 'Choice of any 3 of our famous, authentic, fresh baked panuozzo!', 99.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/C8CC30C0F8060FFD81AA1998990C41F0'], ['Ginos Chicken Strips', 'Juicy, tender, succulent chicken strips. Served with a choice of house made dips', 32.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/3C36F848D5A988C2579FB2F99E4F7D32'], ['Sweet Potato Fries', 'Sweet and crispy fries, served with a choice of house-made dips', 24.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/908DA5F5D675E31F0E8E9C79A8AC2EFA'], ['Ginos Potato Wedges', 'Crispy fried potato wedges, lightly seasoned. Served with a choice of house-made dips', 24.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/8C154381797BF65ED72EDEDC0C426367'], ['Mozzarella Balls', 'Mini breaded mozzarella bites, served with a choice of house-made dip', 29.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/56097A6D37B91BE245F9C6EB2D457157'], ['Garlic Bread & Mozzarella', 'Oven baked ciabatta with homemade roast garlic oil and fresh fior di latte mozzarella', 23.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/92DABDD5173E59E191AF7CECA17C4BF4'], [""Gino's Chicken Wings (6)"", 'Premium, thick, juicy wings smothered in your choice of Smoky BBQ sauce or tangy Buffalo. Served with a Blue cheese dip (6 wings)', 32.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/43B2FDC1F453570D84665736D12B94A2'], ['Arancini', 'Italian rice balls stuffed with tomato and mozzarella, and shallow fried. Served with a choice of house-made dip', 29.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/050AC3A2138F4FAC58E26029134708DE'], ['Quinoa Greco Salad', 'White quinoa, authentic Greek feta, Kalamata olives, pine nuts, cherry tomato, fresh rocket, Italian lime dressing', 43.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/C156DC3970B471C385A8D89CFFFD9717'], ['Italian Chicken Pasta Salad', 'Served cold Pasta salad with fusili, roast chicken, sweetcorn, kalamata olives, sundried tomato, fresh rocket, grated parmesan and pesto dressing', 43.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/FC140F329CA167429DFAFD5516B0AE88'], ['Ginos Chicken Caesar Salad', 'Fresh Romaine lettuce with a creamy Caesar dressing, crispy garlic croutons, powdered parmesan cheese and grilled chicken breast', 43.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/CE68AC3F81885727D6D7449875A309D1'], ['Tomato & Mozzarella (Sandwich)', 'Freshly baked panuozzo with sliced tomato, fresh thick cut buffalo mozzarella, homemade pesto, fresh basil', 44.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/F763E7530B47C58F1179ED822E9B1A9E'], ['Salami Melt (Sandwich)', 'Freshly baked panuozzo with Italian tomato sauce, fresh ricotta, fior di latte mozzarella, fresh rocket, Italian salami, oregano', 42.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/F5161359F64EDB26967FE9A2091CB422'], ['Fire Chicken BBQ (Sandwich)', 'Freshly baked panuozzo with crispy fried chicken, homemade caramelized onion, smoky bbq sauce, jalapenos and fior di latte mozzarella', 42.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/88580B351011BAB812C2B4473617D7B3'], ['Chicken Pesto Mozzarella (Sandwich)', 'Freshly baked panuozzo with creamy pesto sauce, oven roast shredded chicken, fior di latte mozzarella, and sundried tomatoes', 44.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/A05EC61796D02C5AAFA25763A5A438FC'], ['Italian Meatball (Sandwich)', ""Fresh baked panuozzo oozing with Gino's homemade Italian meatballs in a rich tomato ragu, topped with fior di latte mozzarella, parmesan, and a sprinkling of oregano. Mamma Mia!"", 44.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/22A6BBCAC409B9837298EEC8E070A686'], ['Bresaola & Rocket (Sandwich)', 'Freshly baked panuozzo with Italian tomato sauce, fresh ricotta, premium sliced beef bresaola, fior di latte mozzarella and fresh rocket', 42.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/DC5E06BB9F12BA7F2D83BC9E96E46594'], ['Butter Chicken & Burrata (Sandwich)', ""Freshly baked panuozzo with Gino's butter chicken and creamy burrata"", 44.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/31C25A77D73300C73C406CF9750E85C4'], ['Halloumi & Roast Vegetables (Sandwich)', 'Freshly baked panuozzo with sundried tomato pesto, oven roast Mediterranean vegetables, sliced halloumi, and homemade basil pesto, oregano', 42.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/0666F4440E5BFA705092F637B74D6F72'], ['Chipotle Cheesesteak (Sandwich)', 'Freshly baked panuozzo with grilled beef strips, sautéed onions, peppers, American cheddar sauce and chipotle mayonnaise', 46.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/9BEF51DCBF9BC2C7CCA882006F08D43F'], ['Buffalo Chicken (Sandwich)', 'Freshly baked panuozzo with buffalo fried chicken, chopped spring onion, fior di latte mozzarella, and buffalo ranch sauce', 42.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/C3F753B3879BA9F4E8EE69EEE2D35336'], ['Tuna Mayo (Sandwich)', 'Freshly baked panuozzo with premium Mediterranean tuna, mayonnaise, sweetcorn, and sliced tomato', 42.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/48DA9601CD456F4C3EBF86125E4A9DD7'], ['BBQ Honey Mustard (Sandwich)', ""Freshly baked panuozzo with house slaw, shallow fried chicken escalope, topped with fior di latte mozzarella and swiss cheese, and drizzled with Gino's homemade bbq honey mustard dressing"", 46.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/9489A288C8CF3631EE7BE4BFD80C5F2E'], ['Classic Reuben (Sandwich)', ""Freshly baked panuozzo with Russian sauce, sauerkraut, beef pastrami, sliced pickles, American mustard and Swiss cheese - Gino's take on a classic!"", 46.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/219D48DB760F9FE4692B15017ECF1625'], ['The Rebecca (Sandwich)', 'Slow cooked, homemade pulled BBQ brisket, garlic & herb sauce, sliced pickle and aged smoked cheddar cheese', 46.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/3B9732F49EDD95EA98B4085F7DD86996'], ['Brooklyn Hero (Sandwich)', ""Freshly baked panuozzo stuffed with Gino's mustard-mayo sauce, american cheddar, smoked turkey, Italian salami and dill pickles"", 46.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/3A9E6CAB5C4BF6D6F706B754E5D37B40'], ['Spaghetti Bolognese', 'Classic spaghetti pasta with our homemade rich tomato and beef bolognese sauce', 52.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/683C8353B9815F7BFBAAFD5262388C38'], [""Gino's Penne Alfredo"", ""Penne pasta with Gino's homemade creamy Alfredo sauce with oven roast chicken and fresh mushroom"", 52.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/14504A368406FD17B21C2B1399F395D4'], ['Penne Calabrese', 'Penne pasta with our homemade creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)', 55.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/AF7D8458770DE8E73EF43D54F217BA04'], [""Mac'n'Cheese"", 'Ginos thick and creamy macaroni and cheddar classic', 38.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/184FFE15A745EA6D9575AB07879AD3A7'], [""Gino's Gnocchi"", ""Gino's famous gnocchi with your choice of homemade pesto or truffled cream"", 52.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/D1CE8277E02FE37B203B4B963BA8B8D4'], ['Buffalo Ranch (30ml)', 'Creamy Buffalo Ranch Dip', 4.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/7C649C786D6C9F45F178D7850D864CCF'], ['Sundried Tomato Marinara (30ml)', 'Homemade with Italian sundried tomatoes, pine nuts, and classic marinara sauce', 5.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/2D3BFB93606AF7980798FED46543D50D'], ['Garlic & Herb (30ml)', 'Homemade creamy garlic and herb dip', 4.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/B4C28F7C60D890214D3570C05BC8AA08'], ['BBQ Honey Mustard (30ml)', 'A classic combination of smoky BBQ sauce, American mustard and honey', 4.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/08DD721E01B6A881AC2445C97978EFC6'], ['Chipotle Mayo (30ml)', 'Spicy, tangy and delicious with almost anything!', 4.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/1ACDC3895E6C2FF85EBED3ABE6D09233'], ['Sweet Chili (30ml)', 'A sweet & (mildly) spicy classic!', 3.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/9902853B413DE0ECA3557BA7AA033A29'], ['Smoky BBQ (30ml)', 'A smoky classic', 3.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/2DA1C33FF24D8D14B594FEECB47831CE'], ['Marie Rose (30ml)', 'A blend of tomato, mayonnaise, Worcestershire sauce, lemon juice and black pepper', 4.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/FE33C64651925FEE62E1AFE488428549'], ['Ginos Tiramisu', 'House special - homemade classic creamy Tiramisu (8oz)', 25.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/151D91D378B98924202E7E1122B7E65F'], ['Chocolate Fudge Brownie', 'Homemade chocolate fudge brownie - soft, chewy and delicious! Contain Nuts (1 piece)', 22.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/F36A533763464E4220CF5F682C4032AE'], ['Banana Caramel Pudding', ""Gino's homemade pudding with caramelised banana, custard cream, and banana caramel sauce"", 28.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/9ED6322AE9653B4860F268094F1B318C'], ['Arwa Water (500ml)', '', 5.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/6D50DFCE9C1AC7F54AB6309F69646658'], ['Coca Cola (250ml)', '250ml', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/018B57901EEE37D5710BDBC5C67CADBF'], ['Coke Zero (250ml)', '250ml bottle', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/ED824B8B3B336DA84682452642F1BB58'], ['Sprite (250ml)', '250ml bottle', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/6A7BE630FA9BFA8A66CF789753CF35FE'], ['Fanta (250ml)', '250ml bottle', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/709BC7CD76DB80270EB26F0BF793CE18']]"
1,Pasta Della Nonna,https://images.deliveryhero.io/image/talabat/restaurants/Logos_PastaDellaNonna_Sec637794192311679134.jpg?width=180,25.0651332,55.13827815,"[['Italian', 'Pasta', 'Salad']]","[[""Nonna's Meal for 1"", 'Any Appetiser, Any Pasta, Any Soft Drink', 65.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/A978DF4B0B3010DD2DC990A758CF3DA9'], [""Nonna's Meal for 2"", ""Any 2 Appetisers, any 2 Pasta's and 2 Soft Drinks!"", 125.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/E027EE31FA1D1EE5601A8FD4D8A562ED'], [""Pasta Party Pack - Any 4 pasta's"", 'Choose any 4 pastas from our menu!', 149.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/643F8604BDDE799B008A2F243FFB1EC5'], [""Nonna's Chicken Strips"", 'Tender, crispy and delicious - thats how Mamma makes them! Served with BBQ Sauce (4 strips)', 29.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/2AB03F62823E1D36019BAE958FF0757C'], ['Chili Cheese Bites', 'Breaded, crispy, (slightly) chili cheesy bites with a soft centre. Served with a homemade garlic & herb dip', 29.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/883A86F2C8ADB637DC31C0FF7AF3ABB2'], [""Nonna's Sweet Potato Fries"", 'Perfectly crunchy sweet potato fries with a sweet chili dip', 23.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/2ECD686CD342B11621A64B85A0CF6C47'], ['Homemade Garlic Bread & Mozzarella', 'Homemade freshly baked bread with fresh garlic and EVOO, topped with our creamy mozzarella', 25.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/94934064ACCEE0EF10A59188F6CB27DC'], [""Nonna's Chicken Wings (6) - BBQ"", 'Premium, thick, juicy wings smothered in your choice of Smoky BBQ sauce. Served with a Blue cheese dip (6 wings)', 32.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/DCFF61FF2AF96CE792DDE55B8A454233'], [""Nonna's Chicken Wings (6) - Buffalo"", 'Premium, thick, juicy wings smothered in tangy Buffalo sauce. Served with a Blue cheese dip', 32.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/1A3E4EE5CF3DDBC6E50122561EDABC47'], ['Tuscan Chicken Pasta Salad', ""Served cold A delightful mix of Italian flavours and one of Nonna's crowd pleasers - fusili pasta, kalamata olives, shredded roast chicken, sweetcorn, fresh rocket, sun-dried tomato, pine nuts, homemade fresh basil pesto and parmesan"", 43.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/303F3D7D33FAA697EC415F27313E760C'], [""Nonna's Grilled Chicken Caesar Salad"", ""Crispy Romaine lettuce with Nonna's creamy Caesar dressing, homemade garlic croutons, powdered parmesan cheese and grilled chicken breast"", 43.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/2CE50F7174DA328B002D15AF3DC724A7'], ['Sicilian Tuna Pasta Salad', ""Served cold Fusili pasta with Nonna's tuna mayo with Mediterranean tuna, sundried tomato, sweetcorn and spring onion"", 43.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/447C54ED3FFFCC560DE77F7A11CD017A'], ['Insalata Caprese', ""Sliced vine tomato with thick cut slices of fresh mozzarella, topped with Nonna's homemade basil pesto, fresh rocket and premium Italian EVOO"", 49.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/6ABC91B2F17690BB2C0946929B434DD3'], [""Nonna's Spaghetti Bolognese"", ""An Italian classic - premium spaghetti pasta tossed with Nonna's homemade rich Beef Bolognese sauce - bellissima!"", 49.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/F89775B299576ACB6E3DFA8CAB5401AB'], ['Tagliatelle Della Mamma', ""Mamma Mia! Premium tagliatelle pasta, with Mamma's famous cream sauce of sauteed shrimp and roast garlic! Maraviglioso! (mildly spicy)"", 59.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/70F8D9F786F734A816A53D5698069EBD'], ['Penne Alfredo', 'Premium penne pasta with a rich and creamy sauce of oven roast chicken and fresh mushroom. Topped with Parmesan', 49.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/D26CDDDC35FCF83CBF316F4B9288DF99'], ['Gnocchi Alla Quattro Formaggi', 'Deliciously satisfying gnocchi pasta with a creamy, cheesy homemade four cheese sauce (cheddar, parmesan, gorgonzola and emmenthal)', 49.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/BF11FDC060C31D8F57AB039012B2DDAF'], ['Tortelloni Della Nonna', ""Mamma's delicious spinach & ricotta stuffed tortelloni, mixed with a cream sauce of smoked turkey, shiitake mushroom and emmental. Just the way Nonna likes it!"", 59.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/49A6403E2DAD51A0A1FE9890AFCE4D04'], ['Fusili Bianco Rosso', ""Fusili pasta swirls mixed in Nonna's rich, flavour packed pomodoro sauce, topped with fresh straciatella and chili flakes"", 59.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/860423B1DD8508128849FE2518F6DEC2'], ['Penne Pink', ""Premium durum wheat penne rigate mixed with the perfect balance of Nonna's zesty pomodoro sauce, and silky smooth cooking cream"", 46.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/E89B8735F5E5FAFF4BD8A867558B5E3D'], ['Penne Calabrese', 'Penne pasta with a creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)', 55.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/759AA219FA0887C943C971EA5B4BB0D8'], ['Penne Arrabbiata', ""Premium durum wheat penne pasta with Nonna's classic sugo all'arrabbiata - a spicy sauce made from garlic, tomatoes, and dried red chili peppers, originating from the Lazio region, around Rome, and translated as 'angry' - in reference to the spice of the chili's"", 46.0, None], ['Tagliatelle Al Tartufo', ""Nonna's premium tagliatelle pasta, with a creamy homemade sauce of fresh mushroom and black truffle"", 55.0, None], ['Create your Own Pasta', 'Create you own pasta with our premium pastas and homemade sauces', 46.0, None], ['Lasagna Al Forno Bolognese', ""Fresh lasagna sheets smothered with Nonna's 100% homemade Beef Bolognese and homemade bechamel sauce, topped with fior di latte mozzarella and parmesan"", 52.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/4B94AACDE4DB9B423FB7FDD66757B368'], ['Lasagna Di Pollo', ""Layers of fresh lasagna, filled with Nonna's homemade basil pesto, shredded oven roast chicken breast, classic homemade bechamel sauce and topped with fior di latte mozzarella and parmesan"", 52.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/2FF654280C2A932BDD30869C7763C626'], ['Bambino Bolognese', 'Our classic Spaghetti with Beef Bolognese, just a bit smaller!', 35.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/C8D22CC686D9E26AA9116E8E938A5AE7'], ['Bambino Pomodoro', 'Penne pasta topped with our rich tomato sauce', 32.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/BA525323902551064FFAB033BC75CB0D'], [""Mac'n'Cheese"", ""Nonna's delightfully creamy classic cheddar cheese mac!"", 35.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/01D658CD3C9C83D0E289193F43D2C28F'], ['Chicken Nuggets & Wedges', 'Crispy chicken nuggets with seasoned potato wedges', 28.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/13F24739ABC5729750F3923F3809E47D'], [""Nonna's Chocolate Fudge Brownie"", 'Soft, fudgy and chocolatey. Satisfaction guaranteed! Contains Nuts', 23.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/4CBE990CA3AA7066814D49DB23EDF7BA'], [""Nonna's Chocolate Chip Cookie"", 'Soft, buttery, and stuffed with chocolate. A perfect treat!', 23.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/A1537480AF6BC48B69DDDD3A568EDC7C'], [""Nonna's Banana Caramel Pudding"", ""Nonna's homemade pudding with caramelised banana, custard cream, and banana caramel sauce"", 28.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/8E1706AEDEC303E6B5343394551A7EF1'], [""Nonna's Toffee Sponge Cake"", 'Homemade toffee sponge with creme anglaise and toffee nut caramel sauce', 28.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/4787052D27E3C1BD86ED0E039D37D866'], [""Nonna's Homemade Tiramisu"", ""Classic Tiramisu using Nonna's secret recipe"", 28.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/31F657C8D13C362F85CD77FB1F92C4FF'], ['Arwa Water (500ml)', '', 5.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/BB9E183197C487B000DA50E378E44485'], ['Coca Cola (290ml)', '', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/DF22E314A3DA3D18A0C01867A561E51C'], ['Coke Zero (290ml)', '', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/4C1E22C272FF722ACD7BE8E0718B7B8F'], ['Fanta (290ml)', '', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/105CA63D17E048DEA39B96190DA307EF'], ['Sprite (290ml)', '', 9.0, 'https://images.deliveryhero.io/image/talabat/Menuitems/61E9855C029D4D5C14B6EACABB7AB352']]"
